,ReviewID,Target
2564,CD003013,"This systematic review indicates that lithium is an efficacious maintenance treatment for bipolar disorder. In unipolar disorder the evidence of efficacy is less robust. This review does not cover the relative efficacy of lithium compared with other maintenance treatments, which is at present unclear. There is no definitive evidence from this review as to whether or not lithium has an anti-suicidal effect. Systematic reviews and large scale randomised studies comparing lithium with other maintenance treatments (e.g. anti-convulsants, antidepressants) are necessary. Outcomes relating to death and suicidal behaviour should be included in all future maintenance studies of mood disorder."
2565,CD009269,Very little evidence exists that there is no difference in the effectiveness between different types of interventions and that brief interventions are not superior to assessment only or treatment as usual. No conclusion can be made because of the paucity of the data and the low quality of the retrieved studies.
2566,CD001142,"Dietary supplements of fibre in the form of bran or wheat fibre are likely to help women experiencing constipation in pregnancy. If the problem fails to resolve, stimulant laxatives are likely to prove more effective."
2567,CD000127,"Magnesium sulphate for women with eclampsia reduces the risk ratio of maternal death and of recurrence of seizures, compared with diazepam."
2568,CD004994,"Only one randomised clinical trial has examined bicyclol for patients with chronic hepatitis C. This small, short-term trial found no evidence to support or refute its use. Large, randomised, double-blind clinical trials with long-term follow-up are needed to examine the possible benefits and harms associated with bicyclol. Bicyclol can only be recommended for use in randomised trials."
2569,CD006285,"All of the studies were small, of limited treatment duration and had short follow-up. However, because of the low cost and absence of adverse effects it is reasonable to consider autoinflation whilst awaiting natural resolution of otitis media with effusion. Primary care could prove a beneficial place to evaluate such interventions and there is ongoing research in this area. Further research should also consider the duration of treatment, the long-term impact on developmental outcomes in children and additional quality of life outcome measures for children and families."
2570,CD006878,"Covering stoma seems to be useful to prevent anastomotic leakage and urgent re-operations in patients receiving low anterior resection for rectal cancer. However, covering stoma does not seems to offer advantage in term of 30 days or long term mortality."
2571,CD003344,The addition of an aminoglycoside to beta-lactams for sepsis should be discouraged. All-cause fatality rates are unchanged. Combination treatment carries a significant risk of nephrotoxicity.
2572,CD003537,"In patients with asthma or mild COPD, there is no evidence of an effect of inhaled corticosteroid at conventional doses given for two or three years on BMD or vertebral fracture. Higher doses were associated with biochemical markers of increased bone turnover, but data on BMD and fractures at these doses are not available. There is a need for further, even longer term prospective studies of conventional and high doses of inhaled corticosteroids."
2573,CD004434,"Endothelin receptor antagonists can increase exercise capacity, improve WHO/NYHA functional class, prevent WHO/NYHA functional class deterioration, reduce dyspnoea and improve cardiopulmonary haemodynamic variables in patients with pulmonary arterial hypertension with WHO/NYHA functional class II and III. However, there was only a trend towards endothelin receptor antagonists reducing mortality in patients with pulmonary arterial hypertension. Efficacy data are strongest in those with idiopathic pulmonary hypertension. The irreversible liver failure caused by sitaxsentan and its withdrawal from global markets emphasise the importance of hepatic monitoring in patients treated with endothelin receptor antagonists."
2574,CD002033,Nystatin cannot be recommended for prophylaxis or treatment of Candida infections in immunodepressed patients.
2575,CD005457,"For women who undergo caesarean section, carbetocin resulted in a statistically significant reduction in the need for therapeutic uterotonics compared to oxytocin, but there is no difference in the incidence of postpartum haemorrhage. Carbetocin is associated with less blood loss compared to syntometrine in the prevention of PPH for women who have vaginal deliveries and is associated with significantly fewer adverse effects. Further research is needed to analyse the cost-effectiveness of carbetocin as a uterotonic agent."
2576,CD005185,Thiazides appear to reduce the risk of hip fracture based on observational studies. Randomized controlled trials are needed to confirm these findings.
2577,CD004861,"Women using COCs containing second-generation progestogens may be less likely to discontinue than those using COCs containing first-generation progestogens. Based on one small double-blind trial, third-generation progestogens may be preferable to second-generation preparations with regard to bleeding patterns but further evidence is needed. Without blinding as to treatment group, comparisons between the various ""generations"" of progestogens used in COCs cannot be made. Until this widespread methodological flaw is overcome in better trials conducted according to CONSORT guidelines and internationally accepted definitions, no further conclusions can be drawn."
2578,CD001479,No overall significant reduction in mortality with vitamin A therapy for children with measles was found. However two doses reduced overall and pneumonia-specific mortality in children aged less than two years. No trials directly compared a single dose with two doses.
2579,CD008653,"Although the incidence of gout flares requiring treatment may be increased in patients taking febuxostat compared to placebo or allopurinol during early treatment, no such increase in gout flares was observed in the long-term follow-up study when compared to allopurinol. Febuxostat at any dose was shown to be beneficial in achieving serum uric acid levels < 6.0 mg/dL and reducing serum uric acid levels in the period from baseline to final visit when compared to placebo and to allopurinol. However, the grade of evidence ranged from low to high, which indicates that further research is needed."
2580,CD006406,"The different short-term morbidities associated with each type of haemopoietic stem cell donation were clear, with bone marrow donors experiencing more pain and more restriction post-donation than peripheral blood donors. However, the studies were limited by their methodological quality, failure to provide long-term follow up (for which larger numbers of donors would be required) and a failure to apply consistent measures of quality of life in a way which allows more meaningful evaluation across studies."
2581,CD008872,"In the management of rheumatoid arthritis, the concurrent use of NSAIDs with methotrexate appears to be safe provided appropriate monitoring is performed. The use of anti-inflammatory doses of aspirin should be avoided."
2582,CD006698,"The number of patients included in the trials was too small to draw definitive conclusions. The 1-stage approach might be preferable in partially edentulous patients since it avoids one surgical intervention and shortens treatment times, while a 2-stage submerged approach could be indicated when an implant has not obtained an optimal primary stability or when barriers are used for guided tissue regeneration, or when it is expected that removable temporary prostheses could transmit excessive forces on the penetrating abutments especially in fully edentulous patients."
2583,CD005434,Field entomological studies confirm that EMRs have no effect on preventing mosquito bites. Therefore there is no justification for marketing them to prevent malaria infection.
2584,CD006607,"Non-invasive ventilation can reduce the risk of death in the ICU, endotracheal intubation, shorten ICU stay and length of intubation. Some outcomes and complications of non-invasive ventilation were varied according to different participant populations. Other than the oxygen therapy, we must mention the importance of standard treatment by physicians. The evidence is weak and we did not include participants with pulmonary tuberculosis and cystic fibrosis. More RCTs are required to answer these clinical questions. However, the review indicates that non-invasive ventilation may be more beneficial than standard oxygen supplementation via a Venturi mask for pneumonia."
2585,CD003527,"There is insufficient evidence to either support or refute the use of acupuncture (either needle or laser) in the treatment of lateral elbow pain. This review has demonstrated needle acupuncture to be of short term benefit with respect to pain, but this finding is based on the results of 2 small trials, the results of which were not able to be combined in meta-analysis. No benefit lasting more than 24 hours following treatment has been demonstrated. No trial assessed or commented on potential adverse effect. Further trials, utilising appropriate methods and adequate sample sizes, are needed before conclusions can be drawn regarding the effect of acupuncture on tennis elbow."
2586,CD004044,Treatment with an antipsychotic alone is not a good option. Starting with an antidepressant alone and adding an antipsychotic if the patient does not respond or starting with the combination of an antidepressant and an antipsychotic both appear appropriate options for patients with psychotic depression. In clinical practice the balance between risks and benefits suggests that initial antidepressive monotherapy and adding an antipsychotic if there is inadequate response should be the preferred treatment strategy for many patients. The general lack of available data limits confidence in the conclusions drawn.
2587,CD001527,"There is no evidence to support the routine use of aminosteroids in the management of traumatic head injury. On the basis of the existing evidence from randomised trials of aminosteroids in head injury, it is not possible to refute the possibility of moderate but potentially clinically important benefits or harms. A further randomised controlled trial of tirilazad mesylate with 1156 participants has been completed, the results of which should become available in the near future."
2588,CD006739,"DPP-4 inhibitors have some theoretical advantages over existing therapies with oral antidiabetic compounds but should currently be restricted to individual patients. Long-term data especially on cardiovascular outcomes and safety are urgently needed before widespread use of these new agents. More information on the benefit-risk ratio of DPP-4 inhibitor treatment is necessary especially analysing adverse effects on parameters of immune function. Also, long-term data are needed investigating patient-oriented parameters like health-related quality of life, diabetic complications and all-cause mortality."
2589,CD008057,"These results suggest that there is no evidence of a difference in the risk of SSI and wound dehiscence when staples rather than sutures are used to close leg wounds after vein graft harvesting during CABG, however more research is needed."
2590,CD005604,"This review has significant limitations. However, our finding of uncertain efficacy of anti-histamines for chronic cough are similar to that for acute cough in children. In contrast to recommendations in adults with chronic cough, anti-histamines cannot be recommended as empirical therapy for children with chronic cough. If anti-histamines were to be trialled in these children, current data suggest a clinical response (time to response) occurs within two weeks of therapy. However the use of anti-histamines in children with non-specific cough has to be balanced against the well known risk of adverse events especially in very young children."
2591,CD003642,"Some herbal medicines show hypoglycaemic effect sin type 2 diabetes. However, these findings should be carefully interpreted due to the low methodological quality, small sample size, and limited number of trials. In the light of some positive findings, some herbal medicines deserve further examination in high-quality trials."
2592,CD004191,"PSH/GSH may have some utility as a first step in treatment and may have potential as an alternative to formal therapist-delivered psychological therapy. Future research should focus on producing large well-conducted studies of self-help treatments in eating disorders including health economic evaluations, different types and modes of delivering self-help (e.g. computerised versus manual-based) and different populations and settings."
2593,CD003935,"The short-term benefits for babies of less respiratory distress and fewer serious health problems in the first few weeks after birth support the use of repeat dose(s) of prenatal corticosteroids for women still at risk of preterm birth seven days or more after an initial course. These benefits were associated with a small reduction in size at birth. The current available evidence reassuringly shows no significant harm in early childhood, although no benefit.
Further research is needed on the long-term benefits and risks for the woman and baby. Individual patient data meta-analysis may clarify how to maximise benefit and minimise harm."
2594,CD004649,The use of fiber shows a consistent beneficial effect for relieving overall symptoms and bleeding in the treatment of symptomatic hemorrhoids.
2595,CD007131,There is some evidence to suggest that interventions to increase the uptake of cardiac rehabilitation can be effective. Few practice recommendations for increasing adherence to cardiac rehabilitation can be made at this time. Interventions targeting patient identified barriers may increase the likelihood of success. Further high quality research is needed.
2596,CD004822,"Antibiotics are likely to be beneficial in the treatment of children with chronic moist cough. This evidence is however limited by study quality, study design and sensitivity analysis data. The use of antibiotics however has to be balanced against their well known adverse events. Further well-designed RCTs using valid cough outcome measures are needed to answer this question conclusively."
2597,CD007373,No interventions that have been properly evaluated reduce pain during or after IUD insertion. One poorly controlled trial suggested that topical lidocaine gel may reduce insertion-related pain and warrants further investigation.
2598,CD006567,"There is insufficient evidence to support a certain amount of time for women to remain recumbent following ET, or to support the use of fibrin sealants. Finally, there is limited evidence to support the use of mechanical closure of the cervical canal following ET. Further well-designed and powered studies are required to determine the true effect, if any, of these and other post ET techniques for women undergoing IVF and ICSI."
2599,CD007780,No clear benefit can be demonstrated with cisapride. We do not feel that cisapride can be justifiably used for chronic constipation or irritable bowel disease given its side effects of arrhythmia and associated 175 recorded deaths.
2600,CD000530,"Echinacea preparations tested in clinical trials differ greatly. There is some evidence that preparations based on the aerial parts of E. purpurea might be effective for the early treatment of colds in adults but the results are not fully consistent. Beneficial effects of other Echinacea preparations, and Echinacea used for preventative purposes might exist but have not been shown in independently replicated, rigorous RCTs."
2601,CD006843,"Although FFN is commonly used in labor and delivery units to help in the management of women with symptoms of preterm labor, currently there is not sufficient evidence to recommend its use. Since this review found an association between knowledge of FFN results and a lower incidence of preterm birth before 37 weeks, further research should be encouraged."
2602,CD006850,"There is very low quality evidence in favour of using braces, making generalization very difficult. Further research could change the actual results and our confidence in them; in the meantime, patients' choices should be informed by multidisciplinary discussion. Future research should focus on short and long-term patient-centred outcomes, in addition to measures such as Cobb angles. RCTs and prospective cohort studies should follow both the Scoliosis Resarch Society (SRS) and Society on Scoliosis Orthopaedic and Rehabilitation Treatment (SOSORT) criteria for bracing studies."
2603,CD004300,For the treatment of napkin dermatitis there is no evidence to support or refute the use of topical vitamin A preparations. For the prevention of napkin dermatitis there is no evidence to suggest that topical vitamin A alters the development of napkin dermatitis. Further RCTs are required to determine whether topical vitamin A is efficacious in treating or preventing napkin dermatitis.
2604,CD008818,"The results of this systematic review and meta-analysis support matched sibling donor allogeneic hematopoietic cell transplantation as the optimal post-remission therapy in ALL patients aged 15 years or over. This therapy offers superior overall survival and disease-free survival, and significantly reduces the risk of disease relapse, but does impose an increased risk of non-relapse mortality. Importantly these data are based on adult ALL treated with largely total body irradiation-based myeloablative conditioning and sibling donor transplantation and, therefore, cannot be generalized to pediatric ALL, alternative donors including HLA (human leukocyte antigen) mismatched or unrelated donors, or reduced toxicity or non-myeloablative conditioning regimens."
2605,CD004274,"IHCAs appear to have largely positive effects on users, in that users tend to become more knowledgeable, feel better socially supported, and may have improved behavioural and clinical outcomes compared to non-users. There is a need for more high quality studies with large sample sizes to confirm these preliminary findings, to determine the best type and best way to deliver IHCAs, and to establish how IHCAs have their effects for different groups of people with chronic illness."
2606,CD004360,"This review of studies has highlighted the paucity of data that exist to support the use of NPPV in patients in status asthmaticus. As such this course of treatment remains controversial despite its continued use in current clinical practice. Larger, prospective randomised controlled trials of rigorous methodological design are needed to determine the role of NPPV in patients with asthma."
2607,CD002097,"Overall, the evidence from the three included studies is weak, as results are disparate and neither safety nor patient outcomes have been examined. There is insufficient evidence upon which to draw conclusions for practice or policy regarding the effectiveness and safety of care provided to non-urgent patients by GPs versus EPs in the ED to mitigate problems of overcrowding, wait-times and patient flow."
2608,CD000942,"These results are encouraging but are limited by the sparse data and unclear methodological robustness, therefore further evidence is required before amnioinfusion for PPROM can be recommended for routine clinical practice."
2609,CD008217,"Since the last version of this review no new studies were found.
From the one available RCT we found insufficient evidence that pre-treatment surgical para-aortic lymph node assessment for locally advanced cervical cancer is beneficial, and it may actually have an adverse effect on survival. However, this conclusion is based on analysis of a small single trial and therefore definitive guidance or recommendations for clinical practice cannot be made.
Therefore, the decision to offer surgical pre-treatment assessment of para-aortic lymph nodes in locally advanced cervical cancer needs to be individualised. The uncertainty regarding any impact on survival from pre-treatment para-aortic lymph node assessment should be discussed openly with the women."
2610,CD007863,"There is no clear evidence that antenatal CTG improves perinatal outcome, but further studies focusing on the use of computerised CTG in specific populations of women with increased risk of complications are warranted."
2611,CD009601,"There is only poor quality evidence from very limited data to suggest that therapeutic ultrasound may be more effective than placebo for either short- or long-term symptom improvement in people with CTS. There is insufficient evidence to support the greater benefit of one type of therapeutic ultrasound regimen over another or to support the use of therapeutic ultrasound as a treatment with greater efficacy compared to other non-surgical interventions for CTS, such as splinting, exercises, and oral drugs. More methodologically rigorous studies are needed to determine the effectiveness and safety of therapeutic ultrasound for CTS."
2612,CD002165,This review found very limited evidence to support the routine use of pneumococcal vaccine in people with asthma. A randomised trial of vaccine efficacy in children and adults with asthma is needed.
2613,CD007403,"The evidence does not support the use of topical rubefacients containing salicylates for acute injuries, and suggests that in chronic conditions their efficacy compares poorly with topical non-steroidal antiinflammatory drugs (NSAIDs). Topical salicylates seem to be relatively well tolerated in the short-term, based on limited data. There is no evidence at all for topical rubefacients with other components."
2614,CD005532,"The prophylactic use of vitamin C to prevent pneumonia should be further investigated in populations who have high incidence of pneumonia, especially if dietary vitamin C intake is low. Similarly, the therapeutic effects of vitamin C should be studied, especially in patients with low plasma vitamin C levels. The current evidence is too weak to advocate widespread prophylactic use of vitamin C to prevent pneumonia in the general population. However, therapeutic vitamin C supplementation may be reasonable for pneumonia patients who have low vitamin C plasma levels because its cost and risks are low."
2615,CD008716,"The trials we located suffered from a high risk of systematic errors ('bias') and high risk of random errors ('play of chance'). While probiotics appear to reduce plasma ammonia concentration when compared with placebo or no intervention, we are unable to conclude that probiotics are efficacious in altering clinically relevant outcomes. Demonstration of unequivocal efficacy is needed before probiotics can be endorsed as effective therapy for hepatic encephalopathy. Further randomised clinical trials are needed."
2616,CD002010,Oral and intravenous bisphosphonates increase bone mineral density in people with cystic fibrosis. Severe bone pain and flu-like symptoms may occur with intravenous agents. Additional trials are needed to determine if bone pain is more common or severe (or both) with the more potent zoledronate and if corticosteroids ameliorate or prevent these adverse events. Additional trials are also required to further assess gastrointestinal adverse effects associated with oral bisphosphonates. Trials in larger populations are needed to determine effects on fracture rate and survival.
2617,CD004310,"This review shows that MA improves appetite and is associated with slight weight gain in cancer, AIDS and in patients with other underlying pathology. Despite the fact that these patients are receiving palliative care they should be informed of the risks involved in taking MA."
2618,CD001182,"We have found no evidence of any benefit associated with low level laser therapy on venous leg ulcer healing. One small study suggests that a combination of laser and infrared light may promote the healing of venous ulcers, however more research is needed."
2619,CD005602,"With the lack of evidence, the routine use of LRTA in treating children with non-specific cough cannot be recommended."
2620,CD002856,"The three trials are small, and not all of them reported on all outcomes. The results suggest that there are both potential benefits (increased maternal control and satisfaction during pregnancy, increased availability of antenatal records during hospital attendance) and harms (more operative deliveries). Importantly, all of the trials report that more women in the case notes group would prefer to hold their antenatal records in another pregnancy. There is insufficient evidence on health related behaviours (smoking and breastfeeding) and clinical outcomes. It is important to emphasise that this review shows a lack of evidence of benefit rather than evidence of no benefit."
2621,CD000083,Attempting cephalic version at term reduces the chance of non-cephalic births and caesarean section. There is not enough evidence from randomised trials to assess complications of external cephalic version at term. Large observational studies suggest that complications are rare.
2622,CD008040,"Paracetamol 1000 mg alone is statistically superior to placebo in the treatment of acute migraine, but the NNT of 12 for pain-free response at two hours is inferior to at of other commonly used analgesics. Given the low cost and wide availability of paracetamol, it may be a useful first choice drug for acute migraine in those with contraindications to, or who cannot tolerate, non-steroidal anti-inflammatory drugs (NSAIDs) or aspirin. The addition of 10 mg metoclopramide gives short-term efficacy equivalent to oral sumatriptan 100 mg. Adverse events with paracetamol did not differ from placebo; serious and/or severe adverse events were slightly more common with sumatriptan than with paracetamol plus metoclopramide."
2623,CD004112,"The no-scalpel approach to the vas resulted in less bleeding, hematoma, infection, and pain as well as a shorter operation time than the traditional incision technique. No difference in effectiveness was found between the two approaches."
2624,CD002808,"We found no evidence of a significant difference between depot and daily GnRHa use for pituitary down regulation in IVF cycles using the long protocol, but substantial differences could not be ruled out. Since depot GnRHa requires more gonadotrophins and a longer duration of use, it may increase the overall costs of IVF treatment."
2625,CD004036,There is no evidence to support or refute peroral glucocorticosteroids for patients with primary sclerosing cholangitis. The intrabiliary application of corticosteroids via nasobiliary tube seems to induce severe adverse effects.
2626,CD002250,Antibiotic prophylaxis given during the second or third trimester of pregnancy reduces the risk of prelabour rupture of membranes and postpartum endometritis when given routinely to pregnant women. However there was also a possible substantial bias in the review's results because of a high rate of loss to follow up and small numbers of studies for each of our analyses. So we conclude that there is not enough evidence to recommend the use of routine antibiotics during pregnancy to prevent infectious adverse effect on pregnancy outcomes.
2627,CD002941,"No benefit of antibiotics in preventing infection of pancreatic necrosis or mortality was found, except for when imipenem (a beta-lactam) was considered on its own, where a significantly decrease in pancreatic infection was found. None of the studies included in this review were adequately powered. Further better designed studies are needed if the use of antibiotic prophylaxis is to be recommended."
2628,CD008712,Trial-based evidence suggests no clear and convincing advantage for cognitive behavioural therapy over other - and sometime much less sophisticated - therapies for people with schizophrenia.
2629,CD006519,"Polymer-based ORS shows some advantages compared to ORS ≥ 310 for treating all-cause diarrhoea, and in diarrhoea caused by cholera. Comparisons favoured the polymer-based ORS over ORS ≤ 270, but the analysis was underpowered. If specialists consider a potential role for polymer-based ORS, further trials against the current standard (ORS ≤ 270) will be required."
2630,CD003597,We found no significant differences in clinical or microbiological efficacy between quinolones but some differences in occurrence and spectrum of quinolone safety.
2631,CD001957,"There is insufficient good evidence to enable robust conclusions to be made about Oscillococcinum® in the prevention or treatment of influenza and influenza-like illness. Our findings do not rule out the possibility that Oscillococcinum® could have a clinically useful treatment effect but, given the low quality of the eligible studies, the evidence is not compelling. There was no evidence of clinically important harms due to Oscillococcinum®."
2632,CD004615,"There are insufficient data to know what the effects of osmotic diuretics are in children with cerebral malaria. Larger, multicentre trials are needed."
2633,CD003074,"Once daily treatment with LMWH is as effective and safe as twice daily treatment with LMWH. However, the 95% confidence interval implies that there is a possibility that the risk of recurrent VTE might be higher when people are treated once daily. Hence, the decision to treat a person with a once daily regimen will depend on the evaluated balance between increased convenience and the potential for a lower efficacy."
2634,CD001328,"Major morbidity seems to be a rare outcome for both, laparoscopy and minilaparotomy. Personal preference of the woman and/or of the surgeon can guide the choice of technique. Practical aspects must be taken into account before implementing endoscopic techniques in settings with limited resources. Culdoscopy is not recommended as it carries a higher complication rate."
2635,CD002731,"No significant differences were evident between the effect of NCS and SCG during the immediate post-exercise period in adults and children with EIB with regards to pulmonary function - specifically maximum percent decrease in FEV1, complete protection, clinical protection, or side effects."
2636,CD001107,Episodic high dose inhaled corticosteroids provide a partially effective strategy for the treatment of mild episodic viral wheeze of childhood. There is no current evidence to favour maintenance low dose inhaled corticosteroids in the prevention and management of episodic mild viral induced wheeze.
2637,CD001217,The optimal prophylaxis in colorectal surgery is the combination of graduated compression stockings and low-dose unfractionated heparin. The unfractionated heparin can be replaced with low molecular weight heparin.
2638,CD006470,"There are no identified RCTs investigating the effects of SCUs on behavioural symptoms in dementia, and  no strong evidence of benefit from the available non-RCTs.  It is probably more important to implement best practice than to provide a specialized care environment.  The routine collection of data on behaviour, restraint and psychotropic drug use across multiple nursing home settings offers the best modality for formal evaluation of the benefit or otherwise of SCUs."
2639,CD004719,"Adjunctive estrogen with or without progesterone does not appear to offer convincing advantages over placebo. Before any more research is undertaken in this area, all completed and unpublished work should be made available in order to ensure that more trials are justified."
2640,CD001902,"There is evidence to support waiting for at least two or more seizure free years before discontinuing AEDs in children, particularly if individuals have an abnormal EEG and partial seizures. There is insufficient evidence to establish when to withdraw AEDs in children with generalized seizures. There is no evidence to guide the timing of withdrawal of AEDs in seizure free adults. Further blinded randomized controlled trials are needed to identify the optimal timing of AED withdrawal and risk factors predictive of relapse."
2641,CD001554,Local corticosteroid injection for carpal tunnel syndrome provides greater clinical improvement in symptoms one month after injection compared to placebo. Significant symptom relief beyond one month has not been demonstrated. Local corticosteroid injection provides significantly greater clinical improvement than oral corticosteroid for up to three months. Local corticosteroid injection does not significantly improve clinical outcome compared to either anti-inflammatory treatment and splinting after eight weeks or Helium-Neon laser treatment after six months. Two local corticosteroid injections do not provide significant added clinical benefit compared to one injection.
2642,CD001476,"The evidence generated by this review is based on a small number of individuals. Furthermore, the effect varies with the methods applied for assessing the sensitivity.Thus no clear evidence is available for the support of potassium containing toothpastes for dentine hypersensitivity."
2643,MR000009,This review indicates that participation in RCTs is associated with similar outcomes to receiving the same treatment outside RCTs. These results challenge the assertion that the results of RCTs are not applicable to usual practice.
2644,CD003915,"This review suggests that more-intense chemotherapy regimens may improve both OS and PFS for women with advanced or recurrent endometrial cancer. However, owing to inconsistencies between cytotoxic drug combinations that have been assessed in randomised trials to date, the optimum regimen has still to be defined. Future trials should aim to include measures of quality of life (QoL) and symptom control in addition to survival and progression outcomes."
2645,CD005370,"AT III cannot be recommended for critically ill patients based on the available evidence. A randomized controlled trial of AT III, without adjuvant heparin, with prespecified inclusion criteria and good bias protection is needed."
2646,CD000221,"From these limited data there is no evidence of benefit or disadvantage of tubal surgery versus no treatment or alternative treatments. Likewise there is no evidence of advantage or disadvantage of using microsurgery over standard techniques; laparoscopic approach over laparotomy; the use of CO2 laser; or electrocoagulation over thermocoagulation. Randomised controlled trials should be undertaken to determine the role of tubal surgery versus no treatment or alternative treatments. Randomised controlled trials should be undertaken to determine the role at tubal surgery of magnification, laparoscopic approach, the use of lasers or electrocoagulation."
2647,CD003468,"A considerable amount of evidence on the effectiveness of amantadine has accrued from non-controlled trials, often in patients with Parkinsonian conditions other than idiopathic Parkinson's disease. However, rigorous analysis of the six randomised controlled trials of amantadine reveals insufficient evidence of its efficacy and safety in the treatment of idiopathic Parkinson's disease."
2648,CD008264,"Insufficient evidence is available to advocate for or against the use of antibiotics in the therapy for leptospirosis. Among survivors who were hospitalised for leptospirosis, use of antibiotics for leptospirosis may have decreased the duration of clinical illness by two to four days, though this result was not statistically significant. When electing to treat with an antibiotic, selection of penicillin, doxycycline, or cephalosporin does not seem to impact mortality nor duration of fever. The benefit of antibiotic therapy in the treatment of leptospirosis remains unclear, particularly for severe disease. Further clinical research is needed to include broader panels of therapy tested against placebo."
2649,CD008521,"RV1 and RV5 prevent episodes of rotavirus diarrhoea. The vaccine efficacy is lower in high-mortality countries; however, due to the higher burden of disease, the absolute benefit is higher in these settings. No increased risk of serious adverse events including intussusception was detected, but post-introduction surveillance studies are required to detect rare events associated with vaccination."
2650,CD001077,"The results of this systematic review confirm that (the now historical) policy of unrestricted, unmonitored oxygen therapy has potential harms without clear benefits. However, the question of what is the optimal target range for maintaining blood oxygen levels in preterm/LBW infants was not answered by the data available for inclusion in this review."
2651,CD006047,"Based on current knowledge, household educational or dust control interventions are ineffective in reducing blood lead levels in children as a population health measure. There is currently insufficient evidence to draw conclusions about the effectiveness of soil abatement or combination interventions.
Further trials are required to establish the most effective intervention for prevention of lead exposure. Key elements of these trials should include strategies to reduce multiple sources of lead exposure simultaneously using empirical dust clearance levels. It is also necessary for trials to be carried out in developing countries and in differing socioeconomic groups in developed countries."
2652,CD008081,"Central retinal thickness measured with OCT cannot be used as a stand-alone test to diagnose the central type of CSMO and decide on the use of laser photocoagulation in patients who are referred to retina clinics. In fact, there is a substantial disagreement of OCT with the ETDRS definition of CSMO based on clinical examination. Some researchers have observed that OCT can detect macular thickening earlier than clinical examination, but also found that such cases did not necessarily progress to CSMO and need photocoagulation.
Care should be taken in applying the conclusions of this review to other test-treatment pathways. In fact, OCT will become an essential tool to manage antiangiogenic therapy, an expanding therapeutic option for patients with macular oedema due to DR, because OCT is a component of the diagnostic algorithms of studies on this new treatment."
2653,CD006104,"There are two included studies which reported results for cognitive function. One study demonstrated a modest treatment effect in cognitive function as assessed by ADAS-Cog13 but not for other outcomes assessing different domains of cognitive function. Donepezil was associated with significantly more adverse effects compared with placebo, mostly gastrointestinal. From the second study, there is no evidence that donepezil delays the onset of AD. There is no evidence to support the use of donepezil for patients with MCI. The putative benefits are minor, short lived and associated with significant side effects."
2654,CD008508,"Caffeine may be an effective intervention for improving performance in shift workers however, there are no trials from which we can assess its effect on injuries. The results largely originate from studies involving young participants under simulated conditions, and the extent to which the findings are generalisable to older workers and real world shift work is unclear. Based on the current evidence, there is no reason for healthy individuals who already use caffeine within recommended levels to improve their alertness to stop doing so. The assessment of the relative effects of caffeine to other potential countermeasures should be a focus of future research."
2655,CD001458,"Our results may indicate that antiplatelet drugs did not significantly change the odds of death but reduce the outcome 'stroke of any cause' in patients undergoing carotid endarterectomy. However, it can not be excluded that the beneficial effect in reducing stroke is due to chance. There is a suggestion that antiplatelets may increase the odds of haemorrhage, but there are currently too few data to quantify this effect."
2656,CD004640,"In view of the poor quality of included trials and the heterogeneity between trials, the evidence in favour of a causal association between magnesium supplementation and blood pressure reduction is weak and is probably due to bias. This is because poor quality studies generally tend to over-estimate the effects of treatment. Larger, longer duration and better quality double-blind placebo controlled trials are needed to assess the effect of magnesium supplementation on blood pressure and cardiovascular outcomes."
2657,CD004483,"It was disappointing that only three trials that compared three different types of materials were suitable for inclusion into this review. There were no significant differences found in all three trials for all of the outcomes assessed. Well designed, randomised controlled trials comparing the different types of filling materials for similar outcomes are urgently needed in dentistry. There was insufficient evidence from the three included trials to make any recommendations about which filling material to use."
2658,CD009085,"Intermittent iron supplementation is efficacious to improve haemoglobin concentrations and reduce the risk of having anaemia or iron deficiency in children younger than 12 years of age when compared with a placebo or no intervention, but it is less effective than daily supplementation to prevent or control anaemia. Intermittent supplementation may be a viable public health intervention in settings where daily supplementation has failed or has not been implemented. Information on mortality, morbidity, developmental outcomes and side effects, however, is still lacking."
2659,CD004032,"Although a number of studies suggest that TENS may produce short lived improvements in some neuropsychological or behavioural aspects of dementia, the limited presentation and availability of data from these studies does not allow definite conclusions on the possible benefits of this intervention. Since most of the currently published studies are well designed, although the numbers of subjects in each study is small, analysis of the complete original data from these and/or future studies may allow more definitive conclusions to be drawn."
2660,CD004073,"Taking any vitamin supplements prior to pregnancy or in early pregnancy does not prevent women experiencing miscarriage or stillbirth. However, women taking vitamin supplements may be more likely to have a multiple pregnancy. There is insufficient evidence to examine the effects of different combinations of vitamins on miscarriage, stillbirth or other maternal and infant outcomes."
2661,CD004776,"This updated Cochrane review provides evidence that rHuEPO compared with placebo does not reduce mortality, does not reduce transfusion requirements, did not increase hemoglobin levels, and did not improve quality of life in HIV-infected patients with anemia. The results are based on six RCTs with high risk of bias. Therefore prescription of this intervention for treating anemia in patients with AIDS is not justified, unless new evidence from a large high quality trial alters this conclusion."
